row_names,TIMESTAMP,RECORD,BattV_Min,PTemp_C_Avg,AirTC_Avg,AirTC_Max,AirTC_TMx,AirTC_Min,AirTC_TMn,RH_Max,RH_TMx,RH_Min,RH_TMn,SlrW_Avg,SlrW_Max,SlrW_TMx,SlrMJ_Tot,Rain_mm_Tot,WS_ms_Avg,WS_ms_Max,WS_ms_TMx,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,ETos,Rso,BP_mbar_Avg,BP_mbar_Max,BP_mbar_TMx,BP_mbar_Min,BP_mbar_TMn,VWC_Avg,VWC_Max,VWC_TMx,VWC_Min,VWC_TMn,EC_Avg,EC_Max,EC_TMx,EC_Min,EC_TMn,T_Avg,T_Max,T_TMx,T_Min,T_TMn,SunHrs_Tot,HalfBr_Max,HalfBr_TMx,HalfBr_Min,HalfBr_TMn
NULL,"2019-08-27 00:00:00",6,12.19,33.91,29.67,32.55,"2019-08-26 11:56:20",28.17,"2019-08-26 03:46:35",83.1,"2019-08-26 01:48:15",63.01,"2019-08-26 12:38:30",281.8,1147,"2019-08-26 11:18:35",24.34859,0,2.974,9.27,"2019-08-26 22:18:50",2.974,73.17,29.26,4.721,3.466,1015.578,1017.053,"2019-08-26 09:53:30",1014.174,"2019-08-26 16:03:35",0.084,0.089,"2019-08-26 03:22:50",0.077,"2019-08-26 21:56:40",0.042,0.045,"2019-08-26 00:00:45",0.036,"2019-08-26 23:59:50",31.97,44.17,"2019-08-26 13:46:30",26.82,"2019-08-26 06:28:45",10.07,12.4,"2019-08-26 09:10:35",11.46,"2019-08-26 22:19:15"
NULL,"2019-08-28 00:00:00",7,12.18,32.3,28.58,32.16,"2019-08-27 11:33:10",24.72,"2019-08-27 15:48:00",96.6,"2019-08-27 16:01:20",63.62,"2019-08-27 11:34:05",211.1,1126,"2019-08-27 10:21:35",18.24167,1.27,3.557,12.98,"2019-08-27 22:01:00",3.557,78.12,30.69,3.397,3.478,1013.943,1015.859,"2019-08-27 00:03:10",1012.627,"2019-08-27 14:42:50",0.095,0.143,"2019-08-27 23:35:45",0.072,"2019-08-27 15:40:25",0.05,0.088,"2019-08-27 23:47:35",0.033,"2019-08-27 15:33:25",29.74,40.49,"2019-08-27 12:29:40",25.46,"2019-08-27 22:25:10",10.06,12.69,"2019-08-27 22:22:20",10.97,"2019-08-27 15:39:35"
NULL,"2019-08-29 00:00:00",8,12.15,30.89,27.98,31.37,"2019-08-28 12:14:00",23.61,"2019-08-28 00:37:40",97.8,"2019-08-28 03:18:30",72.44,"2019-08-28 11:30:25",162.9,1082,"2019-08-28 12:36:05",14.07611,1.016,2.756,9.02,"2019-08-28 05:55:25",2.756,142,37.98,2.666,3.472,1013.359,1015.537,"2019-08-28 23:11:05",1011.3,"2019-08-28 04:22:15",0.197,0.248,"2019-08-28 02:53:50",0.143,"2019-08-28 00:00:05",0.139,0.175,"2019-08-28 02:54:25",0.087,"2019-08-28 00:00:55",27.56,33.27,"2019-08-28 13:47:35",23.76,"2019-08-28 00:46:45",8.65,15.37,"2019-08-28 09:13:20",12.63,"2019-08-28 00:00:25"
NULL,"2019-08-30 00:00:00",9,12.21,33.36,29.14,31.49,"2019-08-29 13:09:30",27.33,"2019-08-29 04:56:20",89.5,"2019-08-29 01:57:30",67.13,"2019-08-29 15:16:35",297.4,1003,"2019-08-29 12:40:10",25.6955,0,2.16,7.566,"2019-08-29 10:34:20",2.16,117.9,32.21,5.091,3.474,1014.624,1016.159,"2019-08-29 22:42:45",1012.892,"2019-08-29 16:04:05",0.159,0.176,"2019-08-29 00:00:20",0.14,"2019-08-29 23:43:05",0.107,0.121,"2019-08-29 00:14:45",0.088,"2019-08-29 23:36:10",30.69,40.5,"2019-08-29 13:53:00",26.09,"2019-08-29 05:05:15",10.02,14.87,"2019-08-29 00:03:50",14.12,"2019-08-29 23:54:40"
NULL,"2019-08-31 00:00:00",10,12.19,33.7,29.33,32.22,"2019-08-30 13:19:20",27.4,"2019-08-30 02:07:15",87.7,"2019-08-30 06:21:40",64.31,"2019-08-30 14:17:20",279.9,963,"2019-08-30 11:36:10",24.1874,0,2.26,6.252,"2019-08-30 21:18:30",2.26,88.4,24.9,4.788,3.479,1014.503,1016,"2019-08-30 10:12:55",1012.954,"2019-08-30 16:38:55",0.128,0.141,"2019-08-30 00:47:00",0.113,"2019-08-30 22:04:00",0.077,0.09,"2019-08-30 00:06:25",0.063,"2019-08-30 23:57:20",31.41,42.56,"2019-08-30 13:23:30",26.43,"2019-08-30 04:23:00",9.92,14.13,"2019-08-30 00:13:40",13.43,"2019-08-30 23:59:30"
NULL,"2019-09-01 00:00:00",11,12.21,33.82,29.35,32.24,"2019-08-31 13:08:45",27.75,"2019-08-31 05:46:20",85.6,"2019-08-31 01:48:45",65.95,"2019-08-31 15:43:05",286.1,1018,"2019-08-31 10:37:25",24.71873,0,2.105,5.233,"2019-08-31 08:22:35",2.105,74.05,32.18,4.929,3.492,1013.875,1015.351,"2019-08-31 09:50:20",1012.246,"2019-08-31 16:28:15",0.104,0.114,"2019-08-31 00:16:45",0.094,"2019-08-31 22:56:40",0.056,0.064,"2019-08-31 00:00:05",0.045,"2019-08-31 23:45:15",31.88,43.49,"2019-08-31 13:41:05",26.78,"2019-08-31 06:29:00",9.98,13.46,"2019-08-31 00:05:45",12.7,"2019-08-31 23:55:00"
NULL,"2019-09-02 00:00:00",12,12.2,33.28,28.98,32.28,"2019-09-01 13:59:50",26.07,"2019-09-01 01:20:30",91.9,"2019-09-01 03:18:55",66.7,"2019-09-01 13:34:15",280.1,1062,"2019-09-01 11:12:25",24.20146,0.508,1.688,5.743,"2019-09-01 00:41:10",1.688,80.4,32.26,4.88,3.497,1013.866,1015.15,"2019-09-01 09:59:10",1012.61,"2019-09-01 16:31:30",0.09,0.095,"2019-09-01 08:03:35",0.083,"2019-09-01 22:25:15",0.041,0.046,"2019-09-01 00:05:50",0.032,"2019-09-01 23:45:05",31.01,43.55,"2019-09-01 13:47:15",25.8,"2019-09-01 06:13:10",9.99,12.99,"2019-09-01 08:07:40",12.38,"2019-09-01 23:58:05"
NULL,"2019-09-03 00:00:00",13,12.18,33.12,29.08,32.08,"2019-09-02 13:09:35",25.11,"2019-09-02 04:20:50",93.4,"2019-09-02 04:25:10",67.07,"2019-09-02 10:26:55",281.2,1259,"2019-09-02 13:13:55",24.29335,0,1.98,7.644,"2019-09-02 21:19:55",1.98,91,30.68,4.848,3.503,1013.512,1014.59,"2019-09-02 10:26:35",1012.232,"2019-09-02 16:22:10",0.079,0.084,"2019-09-02 00:00:25",0.073,"2019-09-02 23:15:40",0.029,0.033,"2019-09-02 00:09:25",0.023,"2019-09-02 22:14:45",31.66,44.18,"2019-09-02 13:12:10",25.55,"2019-09-02 05:40:35",10.04,12.39,"2019-09-02 01:16:25",11.67,"2019-09-02 23:48:00"
NULL,"2019-09-04 00:00:00",14,12.21,33.27,29.4,32.2,"2019-09-03 13:43:55",25.9,"2019-09-03 01:18:20",93.8,"2019-09-03 01:31:20",61.21,"2019-09-03 13:13:45",282.4,1366,"2019-09-03 12:12:30",24.39725,0.508,3.506,8.8,"2019-09-03 13:21:40",3.506,90.4,24.44,4.617,3.515,1014.183,1015.846,"2019-09-03 22:51:20",1012.608,"2019-09-03 04:02:25",0.069,0.073,"2019-09-03 02:35:50",0.064,"2019-09-03 20:17:20",0.022,0.024,"2019-09-03 00:11:45",0.018,"2019-09-03 23:51:15",31.52,43.26,"2019-09-03 13:46:55",26.31,"2019-09-03 06:07:50",10,11.79,"2019-09-03 05:01:45",10.95,"2019-09-03 23:59:35"
NULL,"2019-09-05 00:00:00",15,12.2,33.16,29.29,32.19,"2019-09-04 13:41:00",27.13,"2019-09-04 19:24:10",88.7,"2019-09-04 19:24:25",63,"2019-09-04 14:35:55",245,1451,"2019-09-04 11:09:50",21.16501,0.508,2.863,8.76,"2019-09-04 11:47:15",2.863,71.25,29.48,4.095,3.516,1015.261,1016.9,"2019-09-04 10:11:05",1013.807,"2019-09-04 02:53:05",0.062,0.065,"2019-09-04 00:00:55",0.059,"2019-09-04 23:47:20",0.018,0.019,"2019-09-04 00:00:30",0.016,"2019-09-04 23:27:15",31.61,43.2,"2019-09-04 13:57:50",27.29,"2019-09-04 07:32:00",9.9,11.03,"2019-09-04 08:16:45",10.36,"2019-09-04 23:57:00"
NULL,"2019-09-06 00:00:00",16,12.19,32.98,29.04,32,"2019-09-05 12:23:40",26.84,"2019-09-05 05:33:45",89.7,"2019-09-05 05:40:45",66.1,"2019-09-05 11:34:10",253.6,1297,"2019-09-05 13:11:45",21.90861,0.508,2.18,6.272,"2019-09-05 13:04:55",2.18,87.1,29.77,4.333,3.515,1014.805,1015.876,"2019-09-05 09:24:50",1013.509,"2019-09-05 15:44:35",0.058,0.06,"2019-09-05 09:15:10",0.055,"2019-09-05 23:58:35",0.015,0.017,"2019-09-05 00:01:55",0.014,"2019-09-05 23:57:10",31.67,43.17,"2019-09-05 12:33:25",26.49,"2019-09-05 06:11:15",9.85,10.49,"2019-09-05 09:02:15",9.91,"2019-09-05 23:59:55"
NULL,"2019-09-07 00:00:00",17,12.19,32.38,28.31,32.12,"2019-09-06 14:20:50",24.86,"2019-09-06 23:59:25",94.2,"2019-09-07 00:00:00",65.06,"2019-09-06 14:23:40",250.2,1257,"2019-09-06 10:33:45",21.61456,0,1.28,5.88,"2019-09-06 11:33:10",1.28,41.64,36.42,4.389,3.523,1014.013,1015.398,"2019-09-06 09:22:35",1012.56,"2019-09-06 15:15:50",0.055,0.057,"2019-09-06 10:34:55",0.051,"2019-09-06 23:21:05",0.014,0.015,"2019-09-06 17:01:10",0.013,"2019-09-06 23:46:10",32.17,43.4,"2019-09-06 12:43:50",26.27,"2019-09-06 05:31:05",9.84,9.92,"2019-09-06 00:48:45",9.33,"2019-09-06 23:58:20"
NULL,"2019-09-08 00:00:00",18,12.16,29.27,26.7,31.82,"2019-09-07 10:17:30",24.02,"2019-09-07 05:47:35",97.6,"2019-09-07 06:34:40",65.27,"2019-09-07 10:05:00",141.5,1269,"2019-09-07 11:46:35",12.22154,4.572,0.664,6.115,"2019-09-07 10:46:20",0.664,13.54,66.9,2.48,3.528,1014.132,1015.462,"2019-09-07 10:49:50",1012.857,"2019-09-07 03:48:45",0.109,0.228,"2019-09-07 15:33:40",0.051,"2019-09-07 00:01:05",0.076,0.245,"2019-09-07 15:29:45",0.012,"2019-09-07 10:31:35",27.85,34.94,"2019-09-07 10:39:05",25.06,"2019-09-07 06:17:40",9.9,12.45,"2019-09-07 16:47:05",9.3,"2019-09-07 10:42:45"
NULL,"2019-09-09 00:00:00",19,12.15,31.48,27.78,31.82,"2019-09-08 15:10:10",24.47,"2019-09-08 06:25:30",98.1,"2019-09-08 05:53:00",66.21,"2019-09-08 14:21:00",241.3,1141,"2019-09-08 10:57:30",20.8457,0,0.744,4.665,"2019-09-08 11:46:40",0.744,11.2,76.54,4.303,3.529,1015.197,1017.145,"2019-09-08 22:53:55",1013.599,"2019-09-08 02:54:45",0.171,0.186,"2019-09-08 00:31:15",0.155,"2019-09-08 23:41:15",0.131,0.146,"2019-09-08 00:00:30",0.116,"2019-09-08 23:59:40",29.35,39.04,"2019-09-08 13:50:10",24.71,"2019-09-08 06:14:30",9.91,12.4,"2019-09-08 00:07:25",11.93,"2019-09-08 23:52:25"
NULL,"2019-10-05 00:00:00",45,12.12,34.2,29.53,33.08,"2019-10-04 12:21:25",25.74,"2019-10-04 23:45:50",96.3,"2019-10-04 23:54:55",57.57,"2019-10-04 10:32:55",255.7,936,"2019-10-04 12:15:15",22.0957,0,1.613,7.37,"2019-10-04 08:33:25",1.613,67.14,29.48,4.506,3.562,1013.989,1015.784,"2019-10-04 09:57:10",1012.366,"2019-10-04 15:33:25",0.077,0.079,"2019-10-04 12:17:40",0.075,"2019-10-04 23:14:45",0.022,0.024,"2019-10-04 15:25:25",0.021,"2019-10-04 07:03:05",32.81,43.78,"2019-10-04 13:34:30",27.08,"2019-10-04 04:43:55",9.37,20.81,"2019-10-04 00:02:05",20.08,"2019-10-04 23:57:50"
NULL,"2019-10-06 00:00:00",46,12.12,31.77,28.53,32.32,"2019-10-05 09:03:10",24.43,"2019-10-05 05:57:15",97.9,"2019-10-05 06:02:20",61.42,"2019-10-05 14:44:25",146.3,1212,"2019-10-05 12:21:00",12.63728,0,1.262,5.723,"2019-10-05 20:32:40",1.262,114.1,50.77,2.569,3.565,1013.318,1014.897,"2019-10-05 02:07:15",1012.071,"2019-10-05 15:57:25",0.075,0.076,"2019-10-05 09:35:35",0.073,"2019-10-05 20:57:55",0.021,0.022,"2019-10-05 00:31:00",0.02,"2019-10-05 08:23:50",30.51,36.99,"2019-10-05 14:15:40",25.67,"2019-10-05 06:10:30",9.45,20.09,"2019-10-05 00:01:35",19.66,"2019-10-05 23:35:10"
NULL,"2019-10-07 00:00:00",47,12.14,33.91,29.75,33.02,"2019-10-06 10:34:25",27.57,"2019-10-06 05:57:30",85.5,"2019-10-06 06:11:20",58.44,"2019-10-06 13:25:50",234.2,1088,"2019-10-06 11:59:25",20.23104,0,2.402,7.213,"2019-10-06 22:49:20",2.402,94.7,26.42,4.016,3.564,1013.555,1015.373,"2019-10-06 10:11:35",1011.37,"2019-10-06 02:51:50",0.073,0.075,"2019-10-06 10:02:35",0.071,"2019-10-06 20:10:45",0.02,0.022,"2019-10-06 15:37:55",0.019,"2019-10-06 05:37:40",32.01,40.81,"2019-10-06 12:45:30",27.07,"2019-10-06 06:17:40",9.45,19.68,"2019-10-06 00:12:00",18.95,"2019-10-06 23:58:20"
NULL,"2019-10-08 00:00:00",48,12.14,33.23,29.46,32.44,"2019-10-07 14:33:00",24.91,"2019-10-07 18:16:30",87.2,"2019-10-07 17:45:55",64.8,"2019-10-07 14:27:25",223.3,1176,"2019-10-07 12:43:25",19.29358,1.27,3.818,10.47,"2019-10-07 18:01:10",3.818,95.4,23.95,3.618,3.564,1013.684,1015.571,"2019-10-07 10:05:40",1012.176,"2019-10-07 15:04:30",0.071,0.072,"2019-10-07 10:58:00",0.069,"2019-10-07 18:25:00",0.02,0.021,"2019-10-07 15:56:10",0.018,"2019-10-07 23:21:40",31.33,39.28,"2019-10-07 12:39:30",27.05,"2019-10-07 18:58:15",9.42,18.97,"2019-10-07 01:53:50",18.33,"2019-10-07 23:42:25"
NULL,"2019-10-09 00:00:00",49,12.13,33.73,29.7,32.25,"2019-10-08 11:46:05",28.17,"2019-10-08 06:00:50",81.1,"2019-10-08 01:00:55",60.67,"2019-10-08 14:08:25",235.5,1277,"2019-10-08 11:55:05",20.34697,0,3.319,10.37,"2019-10-08 03:34:35",3.319,89.9,28,3.909,3.574,1013.563,1015.307,"2019-10-08 09:42:40",1011.782,"2019-10-08 03:30:30",0.069,0.071,"2019-10-08 11:42:50",0.067,"2019-10-08 20:16:35",0.018,0.02,"2019-10-08 14:47:30",0.017,"2019-10-08 03:52:35",31.43,39.92,"2019-10-08 13:46:30",26.9,"2019-10-08 06:22:50",9.4,18.43,"2019-10-08 00:04:05",17.54,"2019-10-08 23:48:55"
NULL,"2019-10-10 00:00:00",50,12.14,33.5,29.37,32.2,"2019-10-09 12:20:50",25.79,"2019-10-10 00:00:00",85.3,"2019-10-09 23:59:30",59.52,"2019-10-09 10:09:10",252.6,1115,"2019-10-09 10:45:35",21.82108,0,2.517,7.683,"2019-10-09 02:09:15",2.517,87.3,25.35,4.293,3.58,1012.573,1014.425,"2019-10-09 09:49:55",1011.278,"2019-10-09 02:48:05",0.067,0.069,"2019-10-09 12:11:25",0.065,"2019-10-09 20:49:20",0.017,0.019,"2019-10-09 16:12:20",0.015,"2019-10-09 23:35:30",32.05,41.49,"2019-10-09 13:29:30",26.85,"2019-10-09 23:59:10",9.51,17.61,"2019-10-09 00:04:20",16.8,"2019-10-09 23:58:40"
NULL,"2019-10-11 00:00:00",51,12.1,31.77,27.72,32.27,"2019-10-10 12:20:25",23.29,"2019-10-10 04:48:10",95.1,"2019-10-10 23:33:35",59.35,"2019-10-10 12:20:55",233.4,1009,"2019-10-10 13:21:30",20.16442,0,0.988,5.802,"2019-10-10 14:36:05",0.988,58.76,52.46,4.113,3.581,1011.587,1012.978,"2019-10-10 09:07:20",1010.031,"2019-10-10 14:46:10",0.065,0.067,"2019-10-10 10:16:40",0.063,"2019-10-10 21:33:05",0.015,0.016,"2019-10-10 16:00:55",0.014,"2019-10-10 07:47:35",31.08,41.5,"2019-10-10 12:32:30",23.93,"2019-10-10 06:07:15",9.38,16.8,"2019-10-10 00:01:10",16.26,"2019-10-10 23:59:50"
NULL,"2019-10-12 00:00:00",52,12.1,31.05,26.88,32.09,"2019-10-11 11:02:50",22.37,"2019-10-11 05:23:00",98.2,"2019-10-11 06:40:15",60.3,"2019-10-11 11:21:00",260.9,884,"2019-10-11 12:01:20",22.53949,0,1.032,5.37,"2019-10-11 12:19:50",1.032,185.2,73.86,4.534,3.58,1011.651,1013.291,"2019-10-11 22:02:20",1010.263,"2019-10-11 04:31:15",0.063,0.065,"2019-10-11 13:06:25",0.061,"2019-10-11 23:31:55",0.014,0.016,"2019-10-11 15:36:40",0.013,"2019-10-11 07:47:20",30.46,41.33,"2019-10-11 13:45:20",23.5,"2019-10-11 06:06:30",9.38,16.26,"2019-10-11 00:00:35",15.64,"2019-10-11 23:59:55"
NULL,"2019-10-13 00:00:00",53,12.09,29.66,26.69,32.4,"2019-10-12 12:42:25",22.25,"2019-10-12 03:56:15",97.8,"2019-10-12 04:30:40",60.46,"2019-10-12 12:47:35",159.6,1003,"2019-10-12 11:41:00",13.7931,0,0.737,4.88,"2019-10-12 11:50:45",0.737,84.3,66.61,2.793,3.576,1012.82,1014.496,"2019-10-12 22:20:45",1011.524,"2019-10-12 03:49:35",0.061,0.064,"2019-10-12 12:39:20",0.06,"2019-10-12 04:40:40",0.013,0.014,"2019-10-12 13:39:35",0.012,"2019-10-12 07:35:30",28.86,40.33,"2019-10-12 12:52:25",22.84,"2019-10-12 06:07:25",9.37,15.64,"2019-10-12 00:02:15",15.29,"2019-10-12 23:50:00"
NULL,"2019-10-14 00:00:00",54,12.12,33.08,28.73,32.68,"2019-10-13 12:43:10",25.02,"2019-10-13 21:06:45",93,"2019-10-13 19:40:20",57.16,"2019-10-13 13:02:45",256.6,905,"2019-10-13 11:43:00",22.16948,0.254,1.429,6.017,"2019-10-13 19:15:40",1.429,80.9,36.6,4.506,3.567,1013.43,1015.092,"2019-10-13 09:12:25",1012.156,"2019-10-13 15:45:15",0.061,0.063,"2019-10-13 13:05:35",0.059,"2019-10-13 19:46:20",0.013,0.014,"2019-10-13 15:07:55",0.012,"2019-10-13 06:11:55",31.64,42.68,"2019-10-13 13:10:55",24.7,"2019-10-13 06:24:50",9.35,15.3,"2019-10-13 00:02:45",14.75,"2019-10-13 23:55:35"
NULL,"2019-10-15 00:00:00",55,12.13,32.18,28.17,32.42,"2019-10-14 10:46:10",24.7,"2019-10-14 23:55:10",93.7,"2019-10-14 15:12:55",63.03,"2019-10-14 13:40:00",219.8,1113,"2019-10-14 13:43:50",18.99215,7.874,1.702,8.13,"2019-10-14 22:24:45",1.702,86.1,42.61,3.779,3.557,1014.104,1016.267,"2019-10-14 23:18:00",1012.508,"2019-10-14 03:09:55",0.062,0.066,"2019-10-14 16:07:00",0.059,"2019-10-14 04:18:55",0.015,0.02,"2019-10-14 15:26:45",0.012,"2019-10-14 06:54:45",30.06,42.46,"2019-10-14 12:59:45",25.55,"2019-10-14 23:13:45",9.31,15.13,"2019-10-14 23:02:20",14.42,"2019-10-14 14:35:30"
NULL,"2019-10-16 00:00:00",56,12.11,31.25,27.55,31.57,"2019-10-15 15:00:35",24.13,"2019-10-15 06:18:50",97.4,"2019-10-15 06:23:20",61,"2019-10-15 15:53:50",196.3,1255,"2019-10-15 12:01:40",16.95806,3.302,0.883,6.252,"2019-10-15 11:39:30",0.883,105.3,62.77,3.461,3.558,1014.297,1015.835,"2019-10-15 00:00:10",1013.013,"2019-10-15 15:20:50",0.066,0.069,"2019-10-15 12:49:10",0.065,"2019-10-15 00:00:20",0.017,0.02,"2019-10-15 13:32:45",0.016,"2019-10-15 07:04:40",27.98,32.33,"2019-10-15 16:05:10",24.76,"2019-10-15 06:28:35",9.36,15.39,"2019-10-15 13:13:40",15,"2019-10-15 11:34:20"
NULL,"2019-10-17 00:00:00",57,12.11,32.94,28.69,31.94,"2019-10-16 11:27:50",24.75,"2019-10-16 05:28:15",90.4,"2019-10-16 06:17:35",61.3,"2019-10-16 14:54:35",259.8,984,"2019-10-16 11:14:15",22.45081,0,1.62,5.782,"2019-10-16 13:38:15",1.62,73.85,39.49,4.525,3.562,1014.084,1015.582,"2019-10-16 09:54:50",1013.117,"2019-10-16 14:18:45",0.068,0.069,"2019-10-16 11:43:30",0.066,"2019-10-16 23:58:10",0.018,0.019,"2019-10-16 15:51:00",0.013,"2019-10-16 17:31:40",29.6,37.77,"2019-10-16 13:35:35",23.92,"2019-10-16 05:58:45",9.26,15.11,"2019-10-16 00:06:20",14.45,"2019-10-16 23:45:25"
NULL,"2019-10-18 00:00:00",58,12.11,33.63,29.14,32.88,"2019-10-17 12:55:15",27.03,"2019-10-17 02:52:25",87.6,"2019-10-17 21:20:45",62.15,"2019-10-17 12:55:50",244.1,1151,"2019-10-17 13:58:50",21.08932,0,2.423,8.49,"2019-10-17 21:56:25",2.423,56.47,27.34,4.143,3.547,1013.443,1015.008,"2019-10-17 10:14:10",1011.771,"2019-10-17 16:07:10",0.065,0.067,"2019-10-17 11:20:20",0.064,"2019-10-17 19:42:40",0.016,0.017,"2019-10-17 15:27:35",0.015,"2019-10-17 22:44:55",30.41,39.02,"2019-10-17 13:59:10",25.86,"2019-10-17 03:21:40",9.22,14.9,"2019-10-17 09:18:20",0.783,"2019-10-17 08:51:45"
NULL,"2019-10-19 00:00:00",59,12.15,31.8,28.11,31.79,"2019-10-18 12:03:55",24.47,"2019-10-18 18:12:55",92.8,"2019-10-18 19:39:05",65.02,"2019-10-18 12:07:00",190,941,"2019-10-18 12:36:00",16.41945,0,2.03,9.53,"2019-10-18 15:30:10",2.03,106.1,37.01,3.218,3.545,1013.398,1015.385,"2019-10-18 10:29:55",1011.876,"2019-10-18 03:23:45",0.063,0.065,"2019-10-18 12:28:05",0.062,"2019-10-18 23:40:30",0.014,0.016,"2019-10-18 00:47:10",0.013,"2019-10-18 21:36:30",29.59,37.3,"2019-10-18 12:47:20",26.23,"2019-10-18 06:11:25",9.17,14.29,"2019-10-18 00:43:50",13.76,"2019-10-18 23:52:35"
NULL,"2019-10-20 00:00:00",60,12.09,31.4,28.2,31.49,"2019-10-19 14:17:45",25.49,"2019-10-19 01:04:30",94.2,"2019-10-19 01:09:25",68.22,"2019-10-19 08:26:10",165,1070,"2019-10-19 14:14:15",14.25737,1.016,2.074,7.762,"2019-10-19 07:58:00",2.074,77.57,33.53,2.791,3.536,1014.429,1016.07,"2019-10-19 09:55:45",1012.941,"2019-10-19 14:34:20",0.062,0.063,"2019-10-19 11:38:25",0.061,"2019-10-19 19:44:55",0.013,0.014,"2019-10-19 14:48:10",0.012,"2019-10-19 23:43:25",29.28,35.85,"2019-10-19 14:41:25",25.89,"2019-10-19 05:32:30",9.14,13.9,"2019-10-19 07:27:35",13.49,"2019-10-19 23:58:45"
NULL,"2019-10-21 00:00:00",61,12.14,32.99,29.01,32.43,"2019-10-20 12:15:40",27.45,"2019-10-20 14:08:05",87.1,"2019-10-20 14:15:25",57.8,"2019-10-20 10:30:00",225.3,1136,"2019-10-20 12:25:50",19.46667,0.762,2.729,8.74,"2019-10-20 14:01:45",2.729,76.74,28.83,3.777,3.548,1014.407,1016.128,"2019-10-20 10:15:30",1013.24,"2019-10-20 15:27:10",0.061,0.063,"2019-10-20 10:19:55",0.059,"2019-10-20 20:41:00",0.013,0.014,"2019-10-20 14:58:50",0.012,"2019-10-20 23:12:10",29.86,38.78,"2019-10-20 12:20:45",26.29,"2019-10-20 06:13:25",9.24,13.53,"2019-10-20 03:23:15",12.93,"2019-10-20 23:58:30"
NULL,"2019-10-22 00:00:00",62,12.12,32.69,28.8,31.45,"2019-10-21 13:47:30",27.41,"2019-10-21 20:42:20",89.7,"2019-10-21 12:24:50",63.75,"2019-10-21 13:50:45",222.4,1233,"2019-10-21 12:31:45",19.21531,1.524,2.769,8.45,"2019-10-21 10:03:15",2.769,77.85,28.83,3.706,3.54,1013.427,1014.997,"2019-10-21 09:45:55",1011.812,"2019-10-21 16:13:30",0.06,0.061,"2019-10-21 10:20:30",0.058,"2019-10-21 22:55:25",0.012,0.013,"2019-10-21 17:03:15",0.011,"2019-10-21 04:32:30",29.61,35.98,"2019-10-21 15:18:25",26.07,"2019-10-21 04:27:35",9.22,12.99,"2019-10-21 12:17:20",12.55,"2019-10-21 23:59:30"
NULL,"2019-10-23 00:00:00",63,12.09,32.99,28.8,32.07,"2019-10-22 10:33:20",27.14,"2019-10-22 01:01:50",85.2,"2019-10-22 11:04:15",61.8,"2019-10-22 10:18:20",219,1125,"2019-10-22 12:54:45",18.92337,0.254,2.189,8.04,"2019-10-22 10:49:55",2.189,86.2,30.89,3.732,3.534,1012.827,1014.969,"2019-10-22 10:06:00",1011.331,"2019-10-22 16:35:40",0.059,0.06,"2019-10-22 10:48:35",0.057,"2019-10-22 20:33:10",0.012,0.013,"2019-10-22 14:54:10",0.011,"2019-10-22 05:19:30",30.2,37.61,"2019-10-22 12:56:05",26.31,"2019-10-22 05:05:00",9.18,12.57,"2019-10-22 01:28:05",12.03,"2019-10-22 23:59:00"
NULL,"2019-10-24 00:00:00",64,12.14,33.62,29,32.36,"2019-10-23 13:29:05",24.92,"2019-10-23 19:31:35",91,"2019-10-23 19:42:50",62.09,"2019-10-23 14:46:10",246.6,1104,"2019-10-23 10:17:10",21.30768,0,2.543,7.958,"2019-10-23 19:07:25",2.543,88.8,29.42,4.157,3.529,1012.512,1014.5,"2019-10-23 09:52:25",1010.945,"2019-10-23 03:19:45",0.057,0.059,"2019-10-23 12:06:00",0.056,"2019-10-23 05:32:10",0.011,0.013,"2019-10-23 17:57:05",0.01,"2019-10-23 03:34:20",31.38,40.49,"2019-10-23 13:48:25",26.4,"2019-10-23 06:14:10",9.14,12.06,"2019-10-23 00:18:35",11.36,"2019-10-23 23:49:40"
NULL,"2019-10-25 00:00:00",65,12.12,32.75,28.77,31.84,"2019-10-24 10:43:25",24.56,"2019-10-24 03:54:00",92.8,"2019-10-24 03:58:50",65.22,"2019-10-24 12:54:40",213.7,1186,"2019-10-24 11:17:40",18.46487,0,2.479,7.762,"2019-10-24 12:56:05",2.479,82.2,30.15,3.597,3.523,1013.083,1014.754,"2019-10-24 09:35:35",1011.576,"2019-10-24 15:33:05",0.056,0.058,"2019-10-24 12:50:35",0.055,"2019-10-24 02:50:25",0.011,0.012,"2019-10-24 16:21:40",0.01,"2019-10-24 05:32:45",30.49,37.88,"2019-10-24 13:40:15",25.88,"2019-10-24 04:00:20",9.17,11.42,"2019-10-24 07:09:55",10.87,"2019-10-24 23:56:35"
